team,date,home,neutral,opponent,tmPts,oppPts,OT,tmWeek,oppWeek,week,tmSprd,oppSprd,OU,season,month,day,year,code,tmWin,tmATSWin,tmOver,tmWinSeas,tmLosSeas,tmWinStrk,tmLosStrk,tmATSWinSeas,tmATSLosSeas,tmATSWinStrk,tmATSLosStrk,tmOVRSeas,tmUDRSeas,tmOVRStrk,tmUDRStrk,opWin,opATSWin,opOver,opWinSeas,opLosSeas,opWinStrk,opLosStrk,opATSWinSeas,opATSLosSeas,opATSWinStrk,opATSLosStrk,opOVRSeas,opUDRSeas,opOVRStrk,opUDRStrk
ATL,1/8/2023,1,0,TB ,30,17,0,17,17,18,-5,5,40.5,2022,1,8,2023,1ATLTB //1//8//2023,1,1,1,6,10,1,0,8,8,0,2,6,10,0,5,-1,-1,1,8,8,2,0,4.5,11.5,1,0,6,10,1,0
BAL,11/7/2010,1,0,MIA,26,10,0,8,8,9,-5,5,40.5,2010,11,7,2010,2BALMIA//11//7//2010,1,1,-1,5,2,1,0,3.5,3.5,0,1,3,4,1,0,-1,-1,-1,4,3,1,0,5,2,3,0,3,4,0,1
BAL,10/2/2011,1,0,NYJ,34,17,0,4,4,4,-5,5,43,2011,10,2,2011,2BALNYJ//10//2//2011,1,1,1,2,1,1,0,2,1,1,0,3,0,3,0,-1,-1,1,2,1,0,1,1,2,0,1,2,1,1,0
BAL,11/15/2015,1,0,JAC,20,22,0,9,9,10,-5,5,47,2015,11,15,2015,2BALJAC//11//15//2015,-1,-1,-1,2,6,1,0,1.5,6.5,0,1,5,3,1,0,1,1,-1,2,6,0,1,4,4,2,0,6,2,4,0
BAL,12/18/2016,1,0,PHI,27,26,0,14,14,15,-5,5,41,2016,12,18,2016,2BALPHI//12//18//2016,1,-1,1,7,6,0,1,6,7,0,1,5.5,7.5,2,0,-1,1,1,5,8,0,4,5,8,0,4,8,5,2,0
BAL,11/22/2020,1,0,TEN ,24,30,1,10,10,11,-5,5,49.5,2020,11,22,2020,1BALTEN //11//22//2020,-1,-1,1,6,3,0,1,4.5,4.5,0,1,4,5,0,2,1,1,1,6,3,0,1,4,5,0,1,7,2,1,0
BUF,11/2/2008,1,0,NYJ,17,26,0,8,8,9,-5,5,43,2008,11,2,2008,2BUFNYJ//11//2//2008,-1,-1,0,5,2,0,1,4,3,0,1,4,3,0,2,1,1,0,4,3,1,0,3,4,0,2,3.5,3.5,1,0
BUF,12/1/2013,1,0,ATL,31,34,1,12,12,13,-5,5,48,2013,12,1,2013,2BUFATL//12//1//2013,-1,-1,1,4,7,1,0,6,5,1,0,7,4,1,0,1,1,1,2,9,0,5,3,8,1,0,7,4,0,1
BUF,9/24/2023,0,0,WAS ,37,3,0,3,3,3,-5,5,44,2023,9,24,2023,2WAS BUF//9//24//2023,1,1,-1,1,1,1,0,1,1,1,0,1,1,1,0,-1,-1,-1,2,0,2,0,1,1,1,0,1,1,1,0
CAR,10/26/2008,1,0,ARI,27,23,0,8,7,8,-5,5,43,2008,10,26,2008,2CARARI//10//26//2008,1,-1,1,5,2,1,0,4.5,2.5,1,0,1,6,0,6,-1,1,1,4,2,2,0,4,2,2,0,5,1,3,0
CAR,10/11/2009,1,0,WAS,20,17,0,4,5,5,-5,5,38,2009,10,11,2009,2CARWAS//10//11//2009,1,-1,-1,0,3,0,3,0,3,0,3,2,1,0,1,-1,1,-1,2,2,1,0,0.5,3.5,0,3,0,4,0,3
CAR,12/29/2013,0,0,ATL,21,20,0,16,16,17,-5,5,46.5,2013,12,29,2013,1ATLCAR//12//29//2013,1,-1,-1,11,4,2,0,9.5,5.5,1,0,5,10,0,1,-1,1,-1,4,11,0,1,6,9,1,0,9,6,2,0
CAR,11/2/2015,1,0,IND,29,26,1,7,8,8,-5,5,45.5,2015,11,2,2015,2CARIND//11//2//2015,1,-1,1,6,0,6,0,5,1,3,0,3.5,2.5,0,1,-1,1,1,3,4,0,2,2,5,0,1,4,3,0,1
CAR,9/24/2017,1,0,NO,13,34,0,3,3,3,-5,5,46.5,2017,9,24,2017,2CARNO//9//24//2017,-1,-1,1,2,0,2,0,1,1,0,1,0,2,0,2,1,1,1,0,2,0,2,0,2,0,2,2,0,2,0
CHI,12/5/2010,0,0,DET,24,20,0,12,12,13,-5,5,43.5,2010,12,5,2010,1DETCHI//12//5//2010,1,-1,1,8,3,4,0,6.5,4.5,3,0,3,8,1,0,-1,1,1,2,9,0,4,7,4,0,3,9,2,2,0
CHI,9/23/2019,0,0,WAS,31,15,0,3,3,3,-5,5,41,2019,9,23,2019,1WASCHI//9//23//2019,1,1,1,1,1,1,0,0,2,0,2,0,2,0,2,-1,-1,1,0,2,0,2,1,1,0,1,2,0,2,0
CHI,12/29/2019,0,0,MIN,21,19,0,16,16,17,-5,5,36.5,2019,12,29,2019,1MINCHI//12//29//2019,1,-1,1,7,8,0,2,4,11,0,2,5,10,0,2,-1,1,1,10,5,0,1,8,7,0,1,9,6,0,1
CIN,10/16/2011,1,0,IND,27,17,0,6,6,6,-5,5,40,2011,10,16,2011,2CININD//10//16//2011,1,1,1,3,2,2,0,4,1,2,0,4,1,2,0,-1,-1,1,0,5,0,5,2,3,0,1,5,0,4,0
CIN,9/14/2017,1,0,HOU,9,13,0,2,2,2,-5,5,38,2017,9,14,2017,2CINHOU//9//14//2017,-1,-1,-1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,-1,0,1,0,1,0,1,0,1,0,1,0,1
CIN,12/11/2022,1,0,CLE ,23,10,0,13,13,14,-5,5,47,2022,12,11,2022,1CINCLE //12//11//2022,1,1,-1,8,4,4,0,9,3,4,0,4.5,7.5,0,2,-1,-1,-1,5,7,2,0,6,6,2,0,6.5,5.5,0,2
DAL,12/20/2008,1,0,BAL,24,33,0,15,15,16,-5,5,39.5,2008,12,20,2008,2DALBAL//12//20//2008,-1,-1,1,9,5,1,0,7,7,1,0,7,7,0,3,1,1,1,9,5,0,1,10,4,0,1,9.5,4.5,0,2
DAL,11/21/2010,1,0,DET,35,19,0,10,10,11,-5,5,47.5,2010,11,21,2010,2DALDET//11//21//2010,1,1,1,2,7,1,0,2,7,1,0,7,2,6,0,-1,-1,1,2,7,0,2,7,2,0,1,7,2,0,1
DAL,10/5/2014,1,0,HOU,20,17,1,5,5,5,-5,5,47.5,2014,10,5,2014,2DALHOU//10//5//2014,1,-1,-1,3,1,3,0,3,1,3,0,2,2,2,0,-1,1,-1,3,1,1,0,3,1,1,0,2,2,0,1
DAL,10/30/2016,1,0,PHI,29,23,1,7,7,8,-5,5,44,2016,10,30,2016,2DALPHI//10//30//2016,1,1,1,5,1,5,0,5,1,5,0,2,4,0,3,-1,-1,1,4,2,1,0,4,2,1,0,4,2,0,1
DAL,10/1/2017,1,0,LAR,30,35,0,4,4,4,-5,5,51,2017,10,1,2017,2DALLAR//10//1//2017,-1,-1,1,2,1,1,0,2,1,1,0,1,2,0,1,1,1,1,2,1,1,0,1,2,0,2,3,0,3,0
DAL,9/26/2024,0,0,NYG ,20,15,0,4,4,4,-5,5,45,2024,9,26,2024,2NYG DAL//9//26//2024,1,0,-1,1,2,0,2,1,2,0,2,3,0,3,0,-1,0,-1,1,2,1,0,1,2,1,0,0,3,0,3
DEN,9/21/2008,1,0,NO,34,32,0,3,3,3,-5,5,51.5,2008,9,21,2008,2DENNO//9//21//2008,1,-1,1,2,0,2,0,1.5,0.5,1,0,2,0,2,0,-1,1,1,1,1,0,1,1,1,0,1,2,0,2,0
DEN,11/4/2012,0,0,CIN,31,23,0,8,8,9,-5,5,47.5,2012,11,4,2012,1CINDEN//11//4//2012,1,1,1,4,3,2,0,4,3,2,0,4,3,0,1,-1,-1,1,3,4,0,3,2.5,4.5,0,3,4,3,0,1
DEN,12/1/2013,0,0,KC,35,28,0,12,12,13,-5,5,49.5,2013,12,1,2013,1KCDEN//12//1//2013,1,1,1,9,2,0,1,6.5,4.5,0,1,9,2,1,0,-1,-1,1,9,2,0,2,6,5,0,2,4,7,1,0
DEN,10/11/2015,0,0,LV,16,10,0,5,5,5,-5,5,44.5,2015,10,11,2015,1LVDEN//10//11//2015,1,1,-1,4,0,4,0,3,1,0,1,1,3,0,2,-1,-1,-1,2,2,0,1,2,2,0,1,2,2,0,1
DEN,11/24/2024,0,0,LV ,29,19,0,12,11,12,-5,5,41.5,2024,11,24,2024,2LV DEN//11//24//2024,1,1,1,6,5,1,0,8,3,2,0,6,5,0,2,-1,-1,1,2,8,0,6,4,6,0,2,8,2,3,0
DET,12/16/2017,1,0,CHI,20,10,0,14,14,15,-5,5,43.5,2017,12,16,2017,2DETCHI//12//16//2017,1,1,-1,7,6,1,0,6.5,6.5,1,0,9,4,0,1,-1,-1,-1,4,9,1,0,6.5,6.5,1,0,4,9,0,3
DET,9/17/2023,1,0,SEA ,31,37,1,2,2,2,-5,5,47.5,2023,9,17,2023,1DETSEA //9//17//2023,-1,-1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1
GB,9/13/2012,1,0,CHI,23,10,0,2,2,2,-5,5,50.5,2012,9,13,2012,2GBCHI//9//13//2012,1,1,-1,0,1,0,1,0,1,0,1,1,0,1,0,-1,-1,-1,1,0,1,0,1,0,1,0,0,1,1,0
GB,10/16/2016,1,0,DAL,16,30,0,5,6,6,-5,5,47,2016,10,16,2016,2GBDAL//10//16//2016,-1,-1,-1,3,1,2,0,2.5,1.5,1,0,2,2,0,1,1,1,-1,4,1,4,0,4,1,4,0,2,3,0,2
GB,10/27/2019,0,0,KC,31,24,0,8,8,8,-5,5,48,2019,10,27,2019,1KCGB//10//27//2019,1,1,1,6,1,3,0,5,2,1,0,4,3,1,0,-1,-1,1,5,2,1,0,4,3,1,0,4,3,0,1
GB,11/10/2019,1,0,CAR,24,16,0,10,9,10,-5,5,49,2019,11,10,2019,2GBCAR//11//10//2019,1,1,-1,7,2,0,1,6,3,0,1,5,4,0,1,-1,-1,-1,5,3,1,0,5,3,1,0,5,3,4,0
GB,1/8/2023,1,0,DET ,16,20,0,17,17,18,-5,5,49,2022,1,8,2023,1GBDET //1//8//2023,-1,-1,-1,8,8,4,0,8,8,4,0,8,8,1,0,1,1,-1,8,8,1,0,11,5,1,0,8,8,0,1
HOU,11/28/2010,1,0,TEN,20,0,0,11,11,12,-5,5,46.5,2010,11,28,2010,2HOUTEN//11//28//2010,1,1,-1,4,6,0,4,4,6,1,0,7,3,3,0,-1,-1,-1,5,5,0,3,5,5,0,3,5,5,0,1
HOU,9/9/2013,0,0,LAC,31,28,0,1,1,1,-5,5,44,2013,9,9,2013,1LACHOU//9//9//2013,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HOU,10/8/2015,1,0,IND,20,27,0,5,5,5,-5,5,40.5,2015,10,8,2015,2HOUIND//10//8//2015,-1,-1,1,1,3,0,1,1,3,0,1,2.5,1.5,1,0,1,1,1,2,2,2,0,0,4,0,4,2,2,0,1
HOU,12/2/2018,1,0,CLE,29,13,0,12,12,13,-5,5,47.5,2018,12,2,2018,2HOUCLE//12//2//2018,1,1,-1,8,3,8,0,5,6,1,0,5,6,2,0,-1,-1,-1,4.5,6.5,2,0,7,4,2,0,5,6,1,0
HOU,10/27/2019,1,0,LV,27,24,0,8,7,8,-5,5,52,2019,10,27,2019,2HOULV//10//27//2019,1,-1,-1,4,3,0,1,4,3,0,1,4,3,3,0,-1,1,-1,3,3,0,1,3,3,0,1,4,2,4,0
IND,10/26/2014,0,0,PIT,34,51,0,8,8,8,-5,5,48,2014,10,26,2014,1PITIND//10//26//2014,-1,-1,1,5,2,5,0,6,1,5,0,5,2,0,1,1,1,1,4,3,1,0,3,4,1,0,4,3,1,0
IND,12/29/2019,0,0,JAC,20,38,0,16,16,17,-5,5,41.5,2019,12,29,2019,1JACIND//12//29//2019,-1,-1,1,7,8,1,0,8,7,1,0,8,7,0,2,1,1,1,5,10,0,1,6,9,0,1,7,8,0,2
JAC,10/5/2008,1,0,PIT,21,26,0,5,5,5,-5,5,36.5,2008,10,5,2008,2JACPIT//10//5//2008,-1,-1,1,2,2,2,0,1,3,0,1,2,2,2,0,1,1,1,3,1,1,0,1,3,0,3,2,2,1,0
JAC,11/29/2015,1,0,LAC,25,31,0,11,11,12,-5,5,47,2015,11,29,2015,2JACLAC//11//29//2015,-1,-1,1,4,6,2,0,6,4,4,0,6,4,0,2,1,1,1,2,8,0,6,3,7,0,2,4,6,0,2
JAC,11/12/2017,1,0,LAC,20,17,1,9,9,10,-5,5,40.5,2017,11,12,2017,2JACLAC//11//12//2017,1,-1,-1,5,3,2,0,5,3,2,0,4,4,0,2,-1,1,-1,3,5,0,1,3.5,4.5,0,1,2,6,0,3
JAC,12/19/2021,1,0,HOU ,16,30,0,14,14,15,-5,5,39,2021,12,19,2021,1JACHOU //12//19//2021,-1,-1,1,2,11,0,5,4,9,0,4,2,11,0,8,1,1,1,2,11,0,3,4,9,0,3,5,8,1,0
KC,11/10/2019,0,0,TEN,32,35,0,10,10,10,-5,5,49,2019,11,10,2019,1TENKC//11//10//2019,-1,-1,1,6,3,1,0,5,4,1,0,6,3,2,0,1,1,1,4,5,0,1,3.5,5.5,0,1,4,5,3,0
KC,10/7/2024,1,0,NO ,26,13,0,5,5,5,-5,5,43,2024,10,7,2024,1KCNO //10//7//2024,1,1,-1,4,0,4,0,3,1,2,0,2,2,0,2,-1,-1,-1,2,2,0,2,3,1,1,0,2,2,1,0
LAC,1/2/2011,0,0,DEN,33,28,0,16,16,17,-5,5,47.5,2010,1,2,2011,1DENLAC//1//2//2011,1,0,1,8,7,0,1,8,7,0,1,7.5,7.5,1,0,-1,0,1,4,11,1,0,5,10,1,0,10,5,0,1
LAC,10/7/2018,1,0,LV,26,10,0,5,5,5,-5,5,52,2018,10,7,2018,2LACLV//10//7//2018,1,1,-1,2,2,1,0,1,3,0,2,4,0,4,0,-1,-1,-1,1,3,1,0,2,2,1,0,2,2,2,0
LAC,9/25/2022,1,0,JAC ,10,38,0,3,3,3,-5,5,46,2022,9,25,2022,1LACJAC //9//25//2022,-1,-1,1,1,1,0,1,2,0,2,0,0,2,0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
LAR,11/17/2019,1,0,CHI,17,7,0,10,10,11,-5,5,40,2019,11,17,2019,2LARCHI//11//17//2019,1,1,-1,5,4,0,1,6,3,0,1,3,6,0,4,-1,-1,-1,4,5,1,0,3,6,1,0,3,6,0,3
MIA,12/23/2012,1,0,BUF,24,10,0,15,15,16,-5,5,43.5,2012,12,23,2012,2MIABUF//12//23//2012,1,1,-1,6,8,1,0,7,7,1,0,5,9,0,1,-1,-1,-1,5,9,0,2,6,8,0,2,7,7,1,0
MIN,11/12/2006,1,0,GB,17,23,0,9,9,10,-5,5,40,2006,11,12,2006,2MINGB//11//12//2006,-1,-1,0,4,4,0,2,5,3,0,2,2.5,5.5,0,2,1,1,0,3,5,0,1,3,5,0,1,4.5,3.5,0,1
MIN,11/30/2008,1,0,CHI,34,14,0,12,12,13,-5,5,41.5,2008,11,30,2008,2MINCHI//11//30//2008,1,1,1,6,5,1,0,4,7,1,0,7,4,1,0,-1,-1,1,6,5,1,0,5.5,5.5,1,0,5,6,0,3
MIN,12/5/2010,1,0,BUF,38,14,0,12,12,13,-5,5,44,2010,12,5,2010,2MINBUF//12//5//2010,1,1,1,4,7,1,0,3,8,1,0,5,6,0,3,-1,-1,1,2,9,0,1,6.5,4.5,5,0,6,5,0,1
MIN,12/18/2016,1,0,IND,6,34,0,14,14,15,-5,5,44.5,2016,12,18,2016,2MININD//12//18//2016,-1,-1,-1,7,6,1,0,8,5,2,0,5,8,1,0,1,1,-1,6,7,0,1,6.5,6.5,0,1,7,6,0,1
MIN,10/22/2017,1,0,BAL,24,16,0,7,7,7,-5,5,37.5,2017,10,22,2017,2MINBAL//10//22//2017,1,1,1,4,2,2,0,3,3,1,0,2,4,0,3,-1,-1,1,3,3,0,1,3,3,0,1,4,2,2,0
NE,10/14/2007,0,0,DAL,48,27,0,6,6,6,-5,5,52,2007,10,14,2007,1DALNE//10//14//2007,1,1,1,5,0,5,0,5,0,5,0,4,1,1,0,-1,-1,1,5,0,5,0,4,1,0,1,4,1,1,0
NE,11/4/2007,0,0,IND,24,20,0,9,8,9,-5,5,56,2007,11,4,2007,1INDNE//11//4//2007,1,-1,-1,8,0,8,0,8,0,8,0,7,1,4,0,-1,1,-1,7,0,7,0,5,2,4,0,3,4,0,2
NE,9/12/2010,1,0,CIN,38,24,0,1,1,1,-5,5,44.5,2010,9,12,2010,2NECIN//9//12//2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE,10/31/2010,1,0,MIN,28,18,0,7,7,8,-5,5,44.5,2010,10,31,2010,2NEMIN//10//31//2010,1,1,1,5,1,4,0,3.5,2.5,2,0,4,2,0,2,-1,-1,1,2,4,0,1,2,4,0,1,4,2,3,0
NE,11/4/2018,1,0,GB,31,17,0,9,8,9,-5,5,56,2018,11,4,2018,2NEGB//11//4//2018,1,1,-1,6,2,5,0,5,3,2,0,4,4,0,1,-1,-1,-1,3.5,3.5,0,1,3,4,1,0,4,3,0,1
NE,11/6/2022,1,0,IND ,26,3,0,9,9,9,-5,5,39.5,2022,11,6,2022,1NEIND //11//6//2022,1,1,-1,4,4,1,0,5,3,1,0,4,4,0,1,-1,-1,-1,3.5,4.5,0,2,3,5,0,2,1,7,0,2
NO,9/16/2007,0,0,TB,14,31,0,2,2,2,-5,5,41.5,2007,9,16,2007,1TBNO//9//16//2007,-1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1
NO,11/6/2016,0,0,SF,41,23,0,8,8,9,-5,5,53,2016,11,6,2016,1SFNO//11//6//2016,1,1,1,3,4,1,0,5,2,4,0,4,3,0,2,-1,-1,1,1,6,0,6,1,6,0,6,6,1,3,0
NO,11/17/2019,0,0,TB,34,17,0,10,10,11,-5,5,50.5,2019,11,17,2019,1TBNO//11//17//2019,1,1,1,7,2,0,1,6,3,0,1,4,5,0,2,-1,-1,1,3,6,1,0,2,7,0,5,8,1,7,0
NO,9/11/2022,0,0,ATL ,27,26,0,1,1,1,-5,5,41.5,2022,9,11,2022,2ATL NO//9//11//2022,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NYG,11/8/2009,1,0,LAC,20,21,0,9,8,9,-5,5,48.5,2009,11,8,2009,2NYGLAC//11//8//2009,-1,-1,-1,5,3,0,3,4.5,3.5,0,3,5.5,2.5,1,0,1,1,-1,4,3,2,0,2,5,0,1,3.5,3.5,0,1
NYJ,12/12/2010,1,0,MIA,6,10,0,13,13,14,-5,5,37.5,2010,12,12,2010,2NYJMIA//12//12//2010,-1,-1,-1,9,3,0,1,7,5,0,1,9,3,1,0,1,1,-1,6,6,0,1,7,5,0,1,5,7,0,1
NYJ,12/8/2019,1,0,MIA,22,21,0,13,13,14,-5,5,47,2019,12,8,2019,2NYJMIA//12//8//2019,1,-1,-1,4,8,0,1,5,7,0,1,6,6,0,2,-1,1,-1,3,9,1,0,6,6,1,0,5,7,3,0
PHI,9/23/2007,1,0,DET,56,21,0,3,3,3,-5,5,44.5,2007,9,23,2007,2PHIDET//9//23//2007,1,1,1,0,2,0,2,0,2,0,2,0,2,0,2,-1,-1,1,2,0,2,0,1.5,0.5,1,0,1,1,0,1
PHI,10/3/2010,1,0,WAS,12,17,0,4,4,4,-5,5,44,2010,10,3,2010,2PHIWAS//10//3//2010,-1,-1,-1,2,1,2,0,1,2,1,0,1,2,0,1,1,1,-1,1,2,0,2,1,2,0,2,2,1,2,0
PHI,9/24/2017,1,0,NYG,27,24,0,3,3,3,-5,5,43,2017,9,24,2017,2PHINYG//9//24//2017,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,1,1,0,2,0,2,0,2,0,2,1,1,0,2
PHI,10/23/2017,1,0,WAS,34,24,0,7,6,7,-5,5,48.5,2017,10,23,2017,2PHIWAS//10//23//2017,1,1,1,5,1,4,0,4,2,3,0,4,2,1,0,-1,-1,1,3,2,1,0,2,3,0,2,4,1,2,0
PHI,10/21/2018,1,0,CAR,17,21,0,7,6,7,-5,5,45,2018,10,21,2018,2PHICAR//10//21//2018,-1,-1,-1,3,3,1,0,2,4,1,0,3,3,1,0,1,1,-1,3,2,0,1,2,3,0,2,3,2,0,1
PHI,11/3/2019,1,0,CHI,22,14,0,9,8,9,-5,5,41,2019,11,3,2019,2PHICHI//11//3//2019,1,1,-1,4,4,1,0,3,5,1,0,5,3,1,0,-1,-1,-1,3,4,0,3,2,5,0,3,3,4,0,1
PHI,12/18/2023,0,0,SEA ,17,20,0,14,14,15,-5,5,46,2023,12,18,2023,2SEA PHI//12//18//2023,-1,-1,-1,10,3,0,2,7.5,5.5,0,2,7,6,0,1,1,1,-1,6,7,0,4,6.5,6.5,2,0,6.5,6.5,2,0
PIT,11/8/2010,0,0,CIN,27,21,0,8,8,9,-5,5,41.5,2010,11,8,2010,1CINPIT//11//8//2010,1,1,1,5,2,0,1,4,3,0,2,3,4,0,1,-1,-1,1,2,5,0,4,2,5,0,4,4,3,0,1
PIT,12/31/2017,1,0,CLE,28,24,0,16,16,17,-5,5,38.5,2017,12,31,2017,2PITCLE//12//31//2017,1,-1,1,12,3,1,0,7,8,1,0,5,10,0,2,-1,1,1,0,15,0,15,3,12,0,3,7,8,0,2
SEA,11/11/2012,1,0,NYJ,28,7,0,10,9,10,-5,5,38.5,2012,11,11,2012,2SEANYJ//11//11//2012,1,1,-1,5,4,1,0,6,3,1,0,3,6,2,0,-1,-1,-1,3,5,0,2,5,3,0,1,3,5,0,1
SEA,11/27/2016,0,0,TB,5,14,0,11,11,12,-5,5,46,2016,11,27,2016,1TBSEA//11//27//2016,-1,-1,-1,7.5,2.5,3,0,6,4,3,0,5,5,0,1,1,1,-1,5,5,2,0,5,5,2,0,5,5,0,1
SEA,9/22/2019,1,0,NO,27,33,0,3,3,3,-5,5,44,2019,9,22,2019,2SEANO//9//22//2019,-1,-1,1,2,0,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,2,0,2,1,1,0,1
SEA,9/27/2020,1,0,DAL ,38,31,0,3,3,3,-5,5,56.5,2020,9,27,2020,1SEADAL //9//27//2020,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,-1,-1,1,1,1,1,0,0,2,0,2,2,0,1,0
SEA,9/19/2021,1,0,TEN ,30,33,1,2,2,2,-5,5,53.5,2021,9,19,2021,1SEATEN //9//19//2021,-1,-1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0
SF,9/21/2008,1,0,DET,31,13,0,3,3,3,-5,5,47,2008,9,21,2008,2SFDET//9//21//2008,1,1,-1,1,1,1,0,1,1,1,0,1,1,1,0,-1,-1,-1,0,2,0,2,0,2,0,2,1,1,2,0
SF,10/26/2008,1,0,SEA,13,34,0,8,7,8,-5,5,41,2008,10,26,2008,2SFSEA//10//26//2008,-1,-1,1,2,5,0,4,2,5,0,4,3.5,3.5,0,1,1,1,1,1,5,0,3,2,4,1,0,4.5,1.5,0,1
SF,9/8/2013,1,0,GB,34,28,0,1,1,1,-5,5,48,2013,9,8,2013,2SFGB//9//8//2013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
SF,10/7/2019,1,0,CLE,31,3,0,4,5,5,-5,5,47.5,2019,10,7,2019,2SFCLE//10//7//2019,1,1,-1,3,0,3,0,2,1,0,1,1,2,0,1,-1,-1,-1,2,2,1,0,2,2,1,0,1,3,1,0
TB,12/26/2010,1,0,SEA,38,15,0,15,15,16,-5,5,43.5,2010,12,26,2010,2TBSEA//12//26//2010,1,1,1,8,6,0,1,8.5,5.5,0,2,6.5,7.5,0,1,-1,-1,1,6,8,0,2,6,8,0,2,11,3,7,0
TB,10/14/2012,1,0,KC,38,10,0,5,6,6,-5,5,39.5,2012,10,14,2012,2TBKC//10//14//2012,1,1,1,1,3,0,3,3,1,0,1,2,2,1,0,-1,-1,1,1,4,0,2,2,3,1,0,3,2,0,1
TB,9/22/2019,1,0,NYG,31,32,0,3,3,3,-5,5,48,2019,9,22,2019,2TBNYG//9//22//2019,-1,-1,1,1,1,1,0,1,1,1,0,0,2,0,2,1,1,1,0,2,0,2,0,2,0,2,1,1,0,1
TEN,11/4/2007,1,0,CAR,20,7,0,8,8,9,-5,5,36,2007,11,4,2007,2TENCAR//11//4//2007,1,1,-1,5,2,2,0,4,3,0,1,1,6,0,1,-1,-1,-1,4,3,0,1,4,3,0,1,2,5,0,4
WAS,9/14/2014,1,0,JAC,41,10,0,2,2,2,-5,5,43,2014,9,14,2014,2WASJAC//9//14//2014,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,-1,1,0,1,0,1,0,1,0,1,1,0,1,0
ARI,9/24/2006,1,0,LAR,14,16,0,3,3,3,-4.5,4.5,43.5,2006,9,24,2006,2ARILAR//9//24//2006,-1,-1,-1,1,1,0,1,0,2,0,2,1,1,0,1,1,1,-1,1,1,0,1,1,1,0,1,0,2,0,2
ARI,12/8/2013,1,0,LAR,30,10,0,13,13,14,-4.5,4.5,41,2013,12,8,2013,2ARILAR//12//8//2013,1,1,-1,7,5,0,1,8,4,3,0,6,6,0,1,-1,-1,-1,5,7,0,1,5,7,0,1,8,4,0,1
ARI,11/18/2018,1,0,LV,21,23,0,10,10,11,-4.5,4.5,41,2018,11,18,2018,2ARILV//11//18//2018,-1,-1,1,2,7,0,1,5.5,3.5,2,0,3,6,0,2,1,1,1,1,8,0,5,2,7,0,5,4,5,0,2
ARI,9/19/2021,1,0,MIN ,34,33,0,2,2,2,-4.5,4.5,51,2021,9,19,2021,1ARIMIN //9//19//2021,1,-1,1,1,0,1,0,1,0,1,0,0.5,0.5,0,0,-1,1,1,0,1,0,1,0,1,0,1,1,0,1,0
ARI,1/5/2025,1,0,SF ,47,24,0,17,17,18,-4.5,4.5,43,2024,1,5,2025,1ARISF //1//5//2025,1,1,1,7,9,0,2,10,6,1,0,7.5,8.5,0,1,-1,-1,1,6,10,0,3,5,11,0,3,9.5,6.5,2,0
ATL,9/17/2006,1,0,TB,14,3,0,2,2,2,-4.5,4.5,35,2006,9,17,2006,2ATLTB//9//17//2006,1,1,-1,1,0,1,0,1,0,1,0,0,1,0,1,-1,-1,-1,0,1,0,1,0,1,0,1,0,1,0,1
ATL,10/23/2016,1,0,LAC,30,33,1,7,7,7,-4.5,4.5,52.5,2016,10,23,2016,2ATLLAC//10//23//2016,-1,-1,1,4,2,0,1,5,1,5,0,5,1,1,0,1,1,1,2,4,1,0,4,2,2,0,4,2,0,1
ATL,11/3/2016,0,0,TB,43,28,0,9,8,9,-4.5,4.5,49,2016,11,3,2016,1TBATL//11//3//2016,1,1,1,5,3,1,0,5,3,0,2,7,1,3,0,-1,-1,1,3,4,0,1,3,4,0,1,4,3,2,0
ATL,12/11/2016,0,0,LAR,42,14,1,13,13,14,-4.5,4.5,44,2016,12,11,2016,1LARATL//12//11//2016,1,1,1,7,5,0,1,7,5,0,1,10,2,2,0,-1,-1,1,4,8,0,3,4.5,7.5,0,3,5,7,0,1
ATL,10/22/2018,1,0,NYG,23,20,0,7,7,7,-4.5,4.5,52,2018,10,22,2018,2ATLNYG//10//22//2018,1,-1,-1,2,4,1,0,2,4,1,0,5,1,5,0,-1,1,-1,1,5,0,3,2,4,0,1,3,3,2,0
