team,date,home,neutral,opponent,tmPts,oppPts,OT,tmWeek,oppWeek,week,tmSprd,oppSprd,OU,season,month,day,year,code,tmWin,tmATSWin,tmOver,tmWinSeas,tmLosSeas,tmWinStrk,tmLosStrk,tmATSWinSeas,tmATSLosSeas,tmATSWinStrk,tmATSLosStrk,tmOVRSeas,tmUDRSeas,tmOVRStrk,tmUDRStrk,opWin,opATSWin,opOver,opWinSeas,opLosSeas,opWinStrk,opLosStrk,opATSWinSeas,opATSLosSeas,opATSWinStrk,opATSLosStrk,opOVRSeas,opUDRSeas,opOVRStrk,opUDRStrk
BAL,11/1/2009,1,0,DEN,30,7,0,7,7,8,-4.5,4.5,42.5,2009,11,1,2009,2BALDEN//11//1//2009,1,1,-1,3,3,0,3,4,2,1,0,4,2,1,0,-1,-1,-1,6,0,6,0,6,0,6,0,1,5,1,0
BAL,9/25/2011,0,0,LAR,37,7,0,3,3,3,-4.5,4.5,42.5,2011,9,25,2011,1LARBAL//9//25//2011,1,1,1,1,1,0,1,1,1,0,1,2,0,2,0,-1,-1,1,0,2,0,2,0,2,0,2,1.5,0.5,1,0
BAL,11/1/2015,1,0,LAC,29,26,0,8,8,8,-4.5,4.5,50,2015,11,1,2015,2BALLAC//11//1//2015,1,-1,1,1,6,0,3,1.5,5.5,1,0,4,3,0,1,-1,1,1,2,5,0,3,2,5,0,1,3,4,1,0
BAL,11/1/2020,1,0,PIT ,24,28,0,7,7,8,-4.5,4.5,46,2020,11,1,2020,1BALPIT //11//1//2020,-1,-1,1,5,1,3,0,3.5,2.5,0,1,3,3,1,0,1,1,1,6,0,6,0,5,1,4,0,4,2,0,2
BAL,10/8/2023,0,0,PIT ,10,17,0,5,5,5,-4.5,4.5,39,2023,10,8,2023,2PIT BAL//10//8//2023,-1,-1,-1,3,1,1,0,3,1,1,0,1,3,0,2,1,1,-1,2,2,0,1,2,2,0,1,1,3,0,2
BUF,11/17/2008,1,0,CLE,27,29,0,10,10,11,-4.5,4.5,40.5,2008,11,17,2008,2BUFCLE//11//17//2008,-1,-1,1,5,4,0,3,4,5,0,3,4.5,4.5,0,3,1,1,1,3,6,0,2,5,4,0,2,5,4,2,0
BUF,12/24/2016,1,0,MIA,31,34,1,15,15,16,-4.5,4.5,44.5,2016,12,24,2016,2BUFMIA//12//24//2016,-1,-1,1,7,7,1,0,6,8,1,0,11,3,4,0,1,1,1,9,5,2,0,8,6,2,0,11,3,4,0
BUF,12/9/2018,1,0,NYJ,23,27,0,13,13,14,-4.5,4.5,37,2018,12,9,2018,2BUFNYJ//12//9//2018,-1,-1,1,4,8,0,1,5,7,0,1,5,7,0,1,1,1,1,3,9,0,6,4,8,1,0,7,5,1,0
BUF,11/29/2020,1,0,LAC ,27,17,0,11,11,12,-4.5,4.5,53.5,2020,11,29,2020,1BUFLAC //11//29//2020,1,1,-1,7,3,0,1,5,5,2,0,8,2,3,0,-1,-1,-1,3,7,1,0,4.5,5.5,0,4,7,3,7,0
BUF,12/1/2022,0,0,NE ,24,10,0,12,12,13,-4.5,4.5,44,2022,12,1,2022,2NE BUF//12//1//2022,1,1,-1,8,3,2,0,5.5,5.5,0,1,2.5,8.5,0,1,-1,-1,-1,6,5,0,1,7,4,0,1,5,6,1,0
BUF,9/23/2024,1,0,JAC ,47,10,0,3,3,3,-4.5,4.5,46.5,2024,9,23,2024,1BUFJAC //9//23//2024,1,1,1,2,0,2,0,1,1,1,0,1,1,0,1,-1,-1,1,0,2,0,2,1,1,0,1,1,1,0,2
BUF,11/10/2024,0,0,IND ,30,20,0,10,10,10,-4.5,4.5,47,2024,11,10,2024,2IND BUF//11//10//2024,1,1,1,7,2,4,0,5,4,0,1,5,4,1,0,-1,-1,1,4,5,0,2,7,2,0,1,3,6,0,4
CAR,9/10/2006,1,0,ATL,6,20,0,1,1,1,-4.5,4.5,38.5,2006,9,10,2006,2CARATL//9//10//2006,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
CAR,10/29/2006,1,0,DAL,14,35,0,8,7,8,-4.5,4.5,41,2006,10,29,2006,2CARDAL//10//29//2006,-1,-1,1,4,3,0,1,2.5,4.5,2,0,2,5,0,1,1,1,1,3,3,0,1,3,3,0,1,4.5,1.5,1,0
CAR,11/24/2013,0,0,MIA,20,16,0,11,11,12,-4.5,4.5,40,2013,11,24,2013,1MIACAR//11//24//2013,1,-1,-1,7,3,6,0,7,3,6,0,4,6,0,3,-1,1,-1,5,5,1,0,5,5,1,0,6.5,3.5,0,1
CAR,12/20/2015,0,0,NYG,38,35,0,14,14,15,-4.5,4.5,46.5,2015,12,20,2015,1NYGCAR//12//20//2015,1,-1,1,13,0,13,0,10,3,1,0,8.5,4.5,0,1,-1,1,1,6,7,1,0,7.5,5.5,1,0,8,5,1,0
CAR,9/10/2017,0,0,SF,23,3,0,1,1,1,-4.5,4.5,45.5,2017,9,10,2017,1SFCAR//9//10//2017,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
CHI,10/14/2007,1,0,MIN,31,34,0,6,5,6,-4.5,4.5,35.5,2007,10,14,2007,2CHIMIN//10//14//2007,-1,-1,1,2,3,1,0,1,4,1,0,3,2,3,0,1,1,1,1,3,0,3,2,2,0,1,2,2,1,0
CHI,11/4/2012,0,0,TEN,51,20,0,8,9,9,-4.5,4.5,44,2012,11,4,2012,1TENCHI//11//4//2012,1,1,1,6,1,5,0,4,3,0,2,4,3,1,0,-1,-1,1,3,5,0,1,3,5,0,1,6,2,0,1
CHI,11/12/2017,1,0,GB,16,23,0,9,9,10,-4.5,4.5,37.5,2017,11,12,2017,2CHIGB//11//12//2017,-1,-1,1,3,5,0,1,5,3,0,1,2,6,0,2,1,1,1,4,4,0,3,3,5,0,3,6,2,1,0
CHI,9/17/2018,1,0,SEA,24,17,0,2,2,2,-4.5,4.5,42.5,2018,9,17,2018,2CHISEA//9//17//2018,1,1,-1,0,1,0,1,1,0,1,0,1,0,1,0,-1,-1,-1,0,1,0,1,0.5,0.5,0,0,0,1,1,0
CHI,12/24/2023,1,0,ARI ,27,16,0,15,15,16,-4.5,4.5,42.5,2023,12,24,2023,1CHIARI //12//24//2023,1,1,1,5,9,0,1,7,7,0,1,7,7,0,3,-1,-1,1,3,11,0,1,7.5,6.5,0,1,9,5,1,0
CIN,10/15/2006,0,0,TB,13,14,0,5,5,6,-4.5,4.5,44,2006,10,15,2006,1TBCIN//10//15//2006,-1,-1,-1,3,1,0,1,3,1,0,1,3,1,3,0,1,1,-1,0,4,0,4,2,2,2,0,2,2,2,0
CIN,9/13/2009,1,0,DEN,7,12,0,1,1,1,-4.5,4.5,42,2009,9,13,2009,2CINDEN//9//13//2009,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
CIN,12/24/2011,1,0,ARI,23,16,0,15,15,16,-4.5,4.5,41,2011,12,24,2011,2CINARI//12//24//2011,1,1,-1,8,6,1,0,8,6,0,4,10,4,0,1,-1,-1,-1,7,7,4,0,8,6,0,1,5.5,8.5,1,0
CIN,12/13/2012,0,0,PHI,34,13,0,14,14,15,-4.5,4.5,45,2012,12,13,2012,1PHICIN//12//13//2012,1,1,1,7,6,0,1,6.5,6.5,0,1,5,8,0,5,-1,-1,1,4,9,1,0,3.5,9.5,2,0,7,6,0,1
CIN,11/17/2013,1,0,CLE,41,20,0,11,10,11,-4.5,4.5,40,2013,11,17,2013,2CINCLE//11//17//2013,1,1,1,6,4,0,2,5.5,4.5,0,2,5.5,4.5,0,1,-1,-1,1,4,5,1,0,5,4,2,0,6,3,2,0
CIN,12/11/2016,0,0,CLE,23,10,0,13,13,14,-4.5,4.5,42,2016,12,11,2016,1CLECIN//12//11//2016,1,1,-1,4.5,7.5,1,0,4,8,1,0,6,6,1,0,-1,-1,-1,0,12,0,12,2,10,0,6,6,6,0,4
CIN,11/20/2022,0,0,PIT ,37,30,0,10,10,11,-4.5,4.5,39,2022,11,20,2022,2PIT CIN//11//20//2022,1,1,1,5,4,1,0,6,3,1,0,3.5,5.5,3,0,-1,-1,1,3,6,1,0,4,5,1,0,4,5,0,1
CIN,9/29/2024,0,0,CAR ,34,24,0,4,4,4,-4.5,4.5,46.5,2024,9,29,2024,2CAR CIN//9//29//2024,1,1,1,0,3,0,3,1,2,0,1,2,1,2,0,-1,-1,1,1,2,1,0,1,2,1,0,2,1,1,0
CIN,12/9/2024,0,0,DAL ,27,20,0,13,13,14,-4.5,4.5,50.5,2024,12,9,2024,2DAL CIN//12//9//2024,1,1,-1,4,8,0,3,6,6,0,2,9,3,5,0,-1,-1,-1,5,7,2,0,4.5,7.5,2,0,7,5,3,0
CLE,11/16/2014,1,0,HOU,7,23,0,10,10,11,-4.5,4.5,42,2014,11,16,2014,2CLEHOU//11//16//2014,-1,-1,-1,6,3,3,0,6,3,1,0,4,5,0,5,1,1,-1,4,5,0,1,5,4,0,1,6,3,4,0
CLE,9/22/2022,1,0,PIT ,29,17,0,3,3,3,-4.5,4.5,38,2022,9,22,2022,1CLEPIT //9//22//2022,1,1,1,1,1,0,1,1,1,0,1,2,0,2,0,-1,-1,1,1,1,0,1,1,1,0,1,1,1,0,2
DAL,10/12/2008,0,0,ARI,24,30,1,6,6,6,-4.5,4.5,53.5,2008,10,12,2008,1ARIDAL//10//12//2008,-1,-1,1,4,1,1,0,2,3,0,2,3,2,2,0,1,1,1,3,2,1,0,3,2,1,0,4,1,2,0
DAL,9/13/2009,0,0,TB,34,21,0,1,1,1,-4.5,4.5,40,2009,9,13,2009,1TBDAL//9//13//2009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
DAL,11/13/2011,1,0,BUF,44,7,0,9,9,10,-4.5,4.5,48.5,2011,11,13,2011,2DALBUF//11//13//2011,1,1,1,4,4,1,0,3.5,4.5,0,2,3,5,0,4,-1,-1,1,5,3,0,1,4.5,3.5,0,1,6,2,0,2
DAL,12/11/2011,1,0,NYG,34,37,0,13,13,14,-4.5,4.5,50.5,2011,12,11,2011,2DALNYG//12//11//2011,-1,-1,1,7,5,0,1,4.5,7.5,0,3,5,7,0,2,1,1,1,6,6,0,4,5.5,6.5,1,0,7.5,4.5,2,0
DAL,10/19/2014,1,0,NYG,31,21,0,7,7,7,-4.5,4.5,47,2014,10,19,2014,2DALNYG//10//19//2014,1,1,1,5,1,5,0,4,2,1,0,3,3,1,0,-1,-1,1,3,3,0,1,3,3,0,1,3,3,0,2
DAL,12/24/2017,1,0,SEA,12,21,0,15,15,16,-4.5,4.5,47,2017,12,24,2017,2DALSEA//12//24//2017,-1,-1,-1,8,6,3,0,7.5,6.5,2,0,6,8,0,2,1,1,-1,8,6,0,2,5.5,8.5,0,2,6,8,2,0
DAL,11/5/2018,1,0,TEN,14,28,0,8,8,9,-4.5,4.5,40.5,2018,11,5,2018,2DALTEN//11//5//2018,-1,-1,1,3,4,0,1,3,4,0,1,2,5,0,1,1,1,1,3,4,0,3,4,3,1,0,2,5,0,3
DAL,9/20/2020,1,0,ATL ,40,39,0,2,2,2,-4.5,4.5,53,2020,9,20,2020,1DALATL //9//20//2020,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,1,0,1,0,1,0,1,0,1,1,0,1,0
DAL,10/3/2021,1,0,CAR ,36,28,0,4,4,4,-4.5,4.5,50,2021,10,3,2021,1DALCAR //10//3//2021,1,1,1,2,1,2,0,3,0,3,0,2,1,1,0,-1,-1,1,3,0,3,0,3,0,3,0,1,2,0,3
DAL,12/30/2023,1,0,DET ,20,19,0,16,16,17,-4.5,4.5,52.5,2023,12,30,2023,1DALDET //12//30//2023,1,-1,-1,10,5,0,2,9,6,0,2,8.5,6.5,0,3,-1,1,-1,11,4,2,0,10,5,2,0,10,5,2,0
DEN,10/22/2006,0,0,CLE,17,7,0,6,6,7,-4.5,4.5,31,2006,10,22,2006,1CLEDEN//10//22//2006,1,1,-1,4,1,4,0,2,3,0,1,0,5,0,5,-1,-1,-1,1,4,0,1,2,3,0,1,2,3,0,1
DEN,12/3/2006,1,0,SEA,20,23,0,12,12,13,-4.5,4.5,41,2006,12,3,2006,2DENSEA//12//3//2006,-1,-1,1,7,4,0,2,4,7,0,3,3,8,0,1,1,1,1,7,4,1,0,3.5,7.5,0,2,8,3,1,0
DEN,9/13/2015,1,0,BAL,19,13,0,1,1,1,-4.5,4.5,46.5,2015,9,13,2015,2DENBAL//9//13//2015,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
DEN,9/12/2022,0,0,SEA ,16,17,0,1,1,1,-4.5,4.5,41.5,2022,9,12,2022,2SEA DEN//9//12//2022,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
DEN,12/15/2024,1,0,IND ,31,13,0,14,14,15,-4.5,4.5,43.5,2024,12,15,2024,1DENIND //12//15//2024,1,1,1,8,5,3,0,10,3,4,0,8,5,2,0,-1,-1,1,6,7,1,0,8,5,0,2,6,7,1,0
DET,10/23/2011,1,0,ATL,16,23,0,7,7,7,-4.5,4.5,47,2011,10,23,2011,2DETATL//10//23//2011,-1,-1,-1,5,1,0,1,4.5,1.5,0,1,4,2,0,2,1,1,-1,3,3,1,0,2,4,1,0,2,4,0,2
DET,12/16/2013,1,0,BAL,16,18,0,14,14,15,-4.5,4.5,49,2013,12,16,2013,2DETBAL//12//16//2013,-1,-1,-1,7,6,0,1,6,7,0,1,8,5,2,0,1,1,-1,7,6,3,0,6,7,0,2,5,8,2,0
DET,10/5/2014,1,0,BUF,14,17,0,5,5,5,-4.5,4.5,43,2014,10,5,2014,2DETBUF//10//5//2014,-1,-1,-1,3,1,2,0,3,1,2,0,1,3,0,3,1,1,-1,2,2,0,2,2,2,0,2,0,4,0,4
GB,9/13/2009,1,0,CHI,21,15,0,1,1,1,-4.5,4.5,47,2009,9,13,2009,2GBCHI//9//13//2009,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
GB,9/8/2011,1,0,NO,42,34,0,1,1,1,-4.5,4.5,47.5,2011,9,8,2011,2GBNO//9//8//2011,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
GB,11/16/2014,1,0,PHI,53,20,0,10,10,11,-4.5,4.5,55,2014,11,16,2014,2GBPHI//11//16//2014,1,1,1,6,3,1,0,5.5,3.5,1,0,8,1,6,0,-1,-1,1,7,2,2,0,6,3,2,0,6,3,2,0
GB,9/28/2015,1,0,KC,38,28,0,3,3,3,-4.5,4.5,47,2015,9,28,2015,2GBKC//9//28//2015,1,1,1,2,0,2,0,2,0,2,0,1,1,0,1,-1,-1,1,1,1,0,1,1,1,0,1,2,0,2,0
GB,12/18/2016,0,0,CHI,30,27,0,14,14,15,-4.5,4.5,40,2016,12,18,2016,1CHIGB//12//18//2016,1,-1,1,7,6,3,0,7.5,5.5,3,0,7,6,1,0,-1,1,1,3,10,0,1,6,7,4,0,6,7,0,2
GB,1/3/2021,0,0,CHI ,35,16,0,16,16,17,-4.5,4.5,48.5,2020,1,3,2021,2CHI GB//1//3//2021,1,1,1,12,3,5,0,9.5,5.5,1,0,5.5,9.5,0,4,-1,-1,1,8,7,3,0,8,7,3,0,7,8,2,0
GB,10/17/2021,0,0,CHI ,24,14,0,6,6,6,-4.5,4.5,44,2021,10,17,2021,2CHI GB//10//17//2021,1,1,-1,4,1,4,0,3.5,1.5,3,0,2,3,0,2,-1,-1,-1,3,2,2,0,3,2,2,0,0,5,0,4
GB,10/23/2022,0,0,WAS ,21,23,0,7,7,7,-4.5,4.5,41,2022,10,23,2022,2WAS GB//10//23//2022,-1,-1,1,3,3,0,2,2,4,0,3,2,4,0,1,1,1,1,2,4,1,0,2,4,1,0,2,4,0,4
HOU,10/7/2007,1,0,MIA,22,19,0,5,5,5,-4.5,4.5,43.5,2007,10,7,2007,2HOUMIA//10//7//2007,1,-1,-1,2,2,0,2,3,1,0,1,3,1,3,0,-1,1,-1,0,4,0,4,1,3,0,2,3,1,3,0
HOU,9/13/2009,1,0,NYJ,7,24,0,1,1,1,-4.5,4.5,44.5,2009,9,13,2009,2HOUNYJ//9//13//2009,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
HOU,10/17/2010,1,0,KC,35,31,0,6,5,6,-4.5,4.5,45.5,2010,10,17,2010,2HOUKC//10//17//2010,1,-1,1,3,2,0,1,3,2,0,1,3,2,0,1,-1,1,1,3,1,0,1,3,1,0,1,2,2,0,1
HOU,1/2/2011,1,0,JAC,34,17,0,16,16,17,-4.5,4.5,47.5,2010,1,2,2011,2HOUJAC//1//2//2011,1,1,1,5,10,0,4,5,10,0,4,10,5,0,1,-1,-1,1,8,7,0,2,9,6,0,2,11,4,0,1
HOU,10/9/2011,1,0,LV,20,25,0,5,5,5,-4.5,4.5,48.5,2011,10,9,2011,2HOULV//10//9//2011,-1,-1,-1,3,1,1,0,3,1,1,0,1,3,0,1,1,1,-1,2,2,0,1,3,1,0,1,2,2,0,1
HOU,12/18/2011,1,0,CAR,13,28,0,14,14,15,-4.5,4.5,45,2011,12,18,2011,2HOUCAR//12//18//2011,-1,-1,-1,10,3,7,0,9.5,3.5,6,0,5,8,1,0,1,1,-1,4,9,0,1,7,6,0,1,7,6,2,0
HOU,10/27/2024,1,0,IND ,23,20,0,8,8,8,-4.5,4.5,45,2024,10,27,2024,1HOUIND //10//27//2024,1,-1,-1,5,2,0,1,3.5,3.5,3,0,2,5,0,1,-1,1,-1,4,3,2,0,6,1,5,0,2,5,0,2
IND,12/23/2012,0,0,KC,20,13,0,15,15,16,-4.5,4.5,41.5,2012,12,23,2012,1KCIND//12//23//2012,1,1,-1,9,5,0,1,9,5,0,1,6,8,0,1,-1,-1,-1,2,12,0,2,5,9,0,2,5,9,0,2
IND,10/2/2022,1,0,TEN ,17,24,0,4,4,4,-4.5,4.5,43,2022,10,2,2022,1INDTEN //10//2//2022,-1,-1,-1,1.5,1.5,1,0,1,2,1,0,0,3,0,3,1,1,-1,1,2,1,0,1,2,1,0,0.5,2.5,0,2
KC,12/3/2006,0,0,CLE,28,31,1,12,12,13,-4.5,4.5,35.5,2006,12,3,2006,1CLEKC//12//3//2006,-1,-1,1,7,4,2,0,6,5,1,0,5.5,5.5,0,3,1,1,1,3,8,0,2,5.5,5.5,0,1,5,6,0,1
KC,1/2/2011,1,0,LV,10,31,0,16,16,17,-4.5,4.5,43,2010,1,2,2011,2KCLV//1//2//2011,-1,-1,-1,10,5,2,0,9,6,2,0,7,8,1,0,1,1,-1,7,8,0,1,8,7,0,1,9,6,3,0
KC,11/3/2013,0,0,BUF,23,13,0,9,9,9,-4.5,4.5,40.5,2013,11,3,2013,1BUFKC//11//3//2013,1,1,-1,8,0,8,0,5,3,0,2,2,6,1,0,-1,-1,-1,3,5,0,1,5,3,0,1,6,2,4,0
KC,11/29/2015,1,0,BUF,30,22,0,11,11,12,-4.5,4.5,41,2015,11,29,2015,2KCBUF//11//29//2015,1,1,1,5,5,4,0,5,5,4,0,5.5,4.5,0,1,-1,-1,1,5,5,0,1,5.5,4.5,2,0,6,4,0,2
KC,12/10/2017,1,0,LV,26,15,0,13,13,14,-4.5,4.5,48.5,2017,12,10,2017,2KCLV//12//10//2017,1,1,-1,6,6,0,4,6,6,0,4,7,5,1,0,-1,-1,-1,6,6,2,0,4.5,7.5,0,1,5,7,0,3
KC,9/22/2019,1,0,BAL,33,28,0,3,3,3,-4.5,4.5,52,2019,9,22,2019,2KCBAL//9//22//2019,1,1,1,2,0,2,0,2,0,2,0,1,1,0,1,-1,-1,1,2,0,2,0,1,1,0,1,1,1,0,1
KC,10/19/2020,0,0,BUF ,26,17,0,6,6,6,-4.5,4.5,57,2020,10,19,2020,2BUF KC//10//19//2020,1,1,-1,4,1,0,1,3,2,0,1,2,3,1,0,-1,-1,-1,4,1,0,1,3,2,0,1,4,1,5,0
KC,12/8/2024,1,0,LAC ,19,17,0,13,13,14,-4.5,4.5,42.5,2024,12,8,2024,1KCLAC //12//8//2024,1,-1,-1,11,1,2,0,5,7,0,6,6,6,0,1,-1,1,-1,8,4,1,0,8,4,1,0,4,8,0,1
KC,12/15/2024,0,0,CLE ,21,7,0,14,14,15,-4.5,4.5,41.5,2024,12,15,2024,2CLE KC//12//15//2024,1,1,-1,12,1,3,0,5,8,0,7,6,7,0,2,-1,-1,-1,3,10,0,2,4,9,0,2,5,8,0,1
LAC,11/27/2011,1,0,DEN,13,16,1,11,11,12,-4.5,4.5,41.5,2011,11,27,2011,2LACDEN//11//27//2011,-1,-1,-1,4,6,0,5,2,8,0,5,5,5,1,0,1,1,-1,5,5,3,0,5,5,3,0,5,5,0,2
LAC,10/4/2015,1,0,CLE,30,27,0,4,4,4,-4.5,4.5,44.5,2015,10,4,2015,2LACCLE//10//4//2015,1,-1,1,1,2,0,2,1,2,0,2,1,2,0,2,-1,1,1,1,2,0,1,1,2,0,1,3,0,3,0
LAC,12/24/2016,0,0,CLE,17,20,0,15,15,16,-4.5,4.5,45,2016,12,24,2016,1CLELAC//12//24//2016,-1,-1,-1,5,9,0,3,7,7,0,3,8.5,5.5,0,3,1,1,-1,0,14,0,14,2,12,0,8,7,7,1,0
LAC,12/1/2019,0,0,DEN,20,23,0,12,12,13,-4.5,4.5,39,2019,12,1,2019,1DENLAC//12//1//2019,-1,-1,1,4,7,0,2,4,7,0,2,3,8,0,1,1,1,1,3,8,0,2,6,5,0,1,5,6,0,1
LAC,10/31/2021,1,0,NE ,24,27,0,7,8,8,-4.5,4.5,49.5,2021,10,31,2021,1LACNE //10//31//2021,-1,-1,1,4,2,0,1,4,2,0,1,1,5,0,1,1,1,1,3,4,1,0,3,4,1,0,4,3,3,0
LAC,10/23/2022,1,0,SEA ,23,37,0,7,7,7,-4.5,4.5,50,2022,10,23,2022,1LACSEA //10//23//2022,-1,-1,1,4,2,3,0,4,2,0,1,3,3,0,1,1,1,1,3,3,1,0,3,3,1,0,4,2,0,1
LAC,12/3/2023,0,0,NE ,6,0,0,12,12,13,-4.5,4.5,39,2023,12,3,2023,2NE LAC//12//3//2023,1,1,-1,4,7,0,3,3.5,7.5,0,3,3.5,7.5,0,2,-1,-1,-1,2,9,0,4,2,9,0,4,2,9,0,3
LAR,11/26/2006,1,0,SF,20,17,0,11,11,12,-4.5,4.5,44.5,2006,11,26,2006,2LARSF//11//26//2006,1,-1,-1,4,6,0,5,6,4,0,1,4.5,5.5,0,1,-1,1,-1,5,5,3,0,6,4,3,0,5,5,0,3
LAR,12/10/2020,1,0,NE ,24,3,0,13,13,14,-4.5,4.5,43.5,2020,12,10,2020,1LARNE //12//10//2020,1,1,-1,8,4,1,0,7,5,1,0,4,8,1,0,-1,-1,-1,6,6,2,0,6,6,2,0,4,8,0,4
LAR,10/3/2021,1,0,ARI ,20,37,0,4,4,4,-4.5,4.5,53.5,2021,10,3,2021,1LARARI //10//3//2021,-1,-1,1,3,0,3,0,2,1,1,0,3,0,3,0,1,1,1,3,0,3,0,2,1,1,0,2,1,0,1
LAR,1/9/2022,1,0,SF ,24,27,1,17,17,18,-4.5,4.5,44.5,2021,1,9,2022,1LARSF //1//9//2022,-1,-1,1,12,4,5,0,9,7,0,1,9,7,0,1,1,1,1,9,7,1,0,9,7,1,0,8,8,0,3
LAR,10/9/2022,1,0,DAL ,10,22,0,5,5,5,-4.5,4.5,42,2022,10,9,2022,1LARDAL //10//9//2022,-1,-1,-1,2,2,0,1,1,3,0,1,1,3,0,2,1,1,-1,3,1,3,0,3,1,3,0,1,3,0,1
LV,12/16/2012,1,0,KC,15,0,0,14,14,15,-4.5,4.5,43.5,2012,12,16,2012,2LVKC//12//16//2012,1,1,-1,3,10,0,6,3,10,0,6,5,8,0,4,-1,-1,-1,2,11,0,1,5,8,0,1,5,8,0,1
MIA,12/21/2014,1,0,MIN,37,35,0,15,15,16,-4.5,4.5,42,2014,12,21,2014,2MIAMIN//12//21//2014,1,-1,1,7,7,0,2,7,7,0,3,6,8,1,0,-1,1,1,6,8,0,1,9,5,4,0,6,8,0,1
MIA,10/25/2015,1,0,HOU,44,26,0,6,7,7,-4.5,4.5,46.5,2015,10,25,2015,2MIAHOU//10//25//2015,1,1,1,2,3,1,0,2,3,1,0,3,2,1,0,-1,-1,1,2,4,1,0,2,4,1,0,4.5,1.5,3,0
MIA,10/27/2024,1,0,ARI ,27,28,0,7,8,8,-4.5,4.5,46,2024,10,27,2024,1MIAARI //10//27//2024,-1,-1,1,2,4,0,1,1,5,0,1,1,5,0,2,1,1,1,3,4,1,0,4,3,1,0,3.5,3.5,0,2
MIN,11/18/2007,1,0,LV,29,22,0,10,10,11,-4.5,4.5,35,2007,11,18,2007,2MINLV//11//18//2007,1,1,1,3,6,0,1,4,5,0,1,4,5,0,1,-1,-1,1,2,7,0,5,3,6,0,2,4.5,4.5,0,4
MIN,10/5/2009,1,0,GB,30,23,0,4,4,4,-4.5,4.5,46,2009,10,5,2009,2MINGB//10//5//2009,1,1,1,3,0,3,0,2,1,0,1,2,1,1,0,-1,-1,1,2,1,1,0,2,1,1,0,3,0,2,0
MIN,10/31/2016,0,0,CHI,10,20,0,7,8,8,-4.5,4.5,39.5,2016,10,31,2016,1CHIMIN//10//31//2016,-1,-1,-1,5,1,0,1,5,1,0,1,2,4,0,1,1,1,-1,1,6,0,3,1,6,0,3,3,4,0,2
MIN,11/6/2016,1,0,DET,16,22,1,8,9,9,-4.5,4.5,42.5,2016,11,6,2016,2MINDET//11//6//2016,-1,-1,-1,5,2,0,2,5,2,0,2,2,5,0,2,1,1,-1,4,4,0,1,4,4,0,1,3,5,0,2
MIN,11/4/2018,1,0,DET,24,9,0,9,8,9,-4.5,4.5,47.5,2018,11,4,2018,2MINDET//11//4//2018,1,1,-1,4.5,3.5,0,1,4.5,3.5,0,1,4,4,0,1,-1,-1,-1,3,4,0,1,5,2,0,1,4,3,0,1
MIN,12/24/2022,1,0,NYG ,27,24,0,15,15,16,-4.5,4.5,47.5,2022,12,24,2022,1MINNYG //12//24//2022,1,-1,1,11,3,1,0,7,7,0,2,8,6,4,0,-1,1,1,8.5,5.5,1,0,10,4,1,0,6.5,7.5,0,1
NE,9/27/2009,1,0,ATL,26,10,0,3,3,3,-4.5,4.5,45.5,2009,9,27,2009,2NEATL//9//27//2009,1,1,-1,1,1,0,1,0,2,0,2,1,1,0,1,-1,-1,-1,2,0,2,0,2,0,2,0,1,1,1,0
NE,12/6/2009,0,0,MIA,21,22,0,12,12,13,-4.5,4.5,46,2009,12,6,2009,1MIANE//12//6//2009,-1,-1,-1,7,4,0,1,5.5,5.5,0,1,4.5,6.5,0,1,1,1,-1,5,6,0,1,5,6,0,1,7,4,1,0
NE,9/9/2012,0,0,TEN,34,13,0,1,1,1,-4.5,4.5,48,2012,9,9,2012,1TENNE//9//9//2012,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
NE,12/13/2015,0,0,HOU,27,6,0,13,13,14,-4.5,4.5,46,2015,12,13,2015,1HOUNE//12//13//2015,1,1,-1,10,2,0,2,6,6,0,3,7,5,2,0,-1,-1,-1,6,6,0,1,6,6,0,1,6.5,5.5,1,0
